sku,cat1,cat2,cat3
188421,Infantil,Lactancia,Pezoneras
188422,Infantil,Lactancia,Discos de Lactancia
188426,Infantil,Accesorios de alimentación,Recipientes de conservación
188427,Infantil,Accesorios de alimentación,Recipientes de conservación
188455,Salud,Belleza,Cabello | Uñas
188494,Higiene y cuidado personal,Cabello,Champús especiales
188495,Higiene y cuidado personal,Cabello,Mascarillas
188496,Cosmética y Belleza,Manos,Crema de Manos
188498,Higiene y cuidado personal,Íntima,Limpieza
188499,Cosmética y Belleza,Manos,Jabón de manos
188500,Cosmética y Belleza,Corporal,Hidratación
188501,Cosmética y Belleza,Corporal,Hidratación
188527,Infantil,Biberones,Tetinas
188528,Infantil,Biberones,Tetinas
188549,Cosmética y Belleza,Perfumería,Mujer
188550,Cosmética y Belleza,Perfumería,Mujer
188551,Cosmética y Belleza,Perfumería,Mujer
188552,Cosmética y Belleza,Perfumería,Hombre
188553,Cosmética y Belleza,Perfumería,Mujer
188554,Cosmética y Belleza,Perfumería,Mujer
188556,Cosmética y Belleza,Perfumería,Hombre
188558,Cosmética y Belleza,Perfumería,Mujer
188560,Cosmética y Belleza,Perfumería,Mujer
188561,Salud,Botiquín,Verrugas
188563,Cosmética y Belleza,Sol,Protección Nieve
"188594,Salud,Botiquín,""Apósitos, tiritas y gasas"""
188596,Salud,Aparato Respiratorio,Garganta y tos
188601,Infantil,Higiene infantil,Gel-Champú
188619,Salud,Aparato Respiratorio,Garganta y tos
188620ba,Infantil,Chupetes,Chupetes de Latex o Caucho
188622av,Infantil,Chupetes,Chupetes de Silicona
188622br,Infantil,Chupetes,Chupetes de Silicona
188629,Infantil,Biberones,Biberones
188630,Infantil,Biberones,Biberones
188633,Infantil,Biberones,Biberones
188634,Infantil,Biberones,Biberones
188635,Infantil,Biberones,Biberones
188637,Infantil,Biberones,Biberones
188643,Infantil,Chupetes,Cadenitas Chupetes
188646,Infantil,Chupetes,Cadenitas Chupetes
188651,Infantil,Chupetes,Chupetes de Silicona
188652,Infantil,Chupetes,Chupetes de Silicona
188653,Infantil,Chupetes,Chupetes de Silicona
188654,Infantil,Chupetes,Chupetes de Silicona
188655.verde,Infantil,Chupetes,Chupetes de Silicona
188660,Infantil,Chupetes,Chupetes de Silicona
188661,Infantil,Chupetes,Chupetes de Silicona
188671,Infantil,Chupetes,Chupetes de Silicona
188682,Infantil,Chupetes,Chupetes de Latex o Caucho
188687,Infantil,Chupetes,Chupetes de Latex o Caucho
188690,Infantil,Chupetes,Chupetes de Silicona
188694,Infantil,Chupetes,Chupetes de Silicona
188718,Infantil,Higiene infantil,Hidratantes
188726,Salud,Aparato Respiratorio,Garganta y tos
188772,Cosmética y Belleza,Facial,Antiarrugas
188791,Cosmética y Belleza,Ojos,Contorno de Ojos
188794,Cosmética y Belleza,Facial,Piel Atópica
188852,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
188879.regalo,Higiene y cuidado personal,Íntima,Limpieza
188897,Salud,Problemas cardiovasculares y circulación,Colesterol
188914.cars,Higiene y cuidado personal,Dental,Dentífricos
188914.frozen,Higiene y cuidado personal,Dental,Dentífricos
188914.star,Higiene y cuidado personal,Dental,Dentífricos
188930,Higiene y cuidado personal,Cabello,Champús especiales
188933,Salud,Botiquín,Antimosquitos
188934,Salud,Belleza,piel
188936,Salud,Botiquín,Quemaduras y cicatrices
189007,Salud,Vitaminas y Minerales,Minerales
189014,Higiene y cuidado personal,Cabello,Champús especiales
189036,Cosmética y Belleza,Perfumería,Mujer
189037,Cosmética y Belleza,Perfumería,Mujer
189038,Cosmética y Belleza,Perfumería,Mujer
189039,Cosmética y Belleza,Perfumería,Mujer
189040,Cosmética y Belleza,Perfumería,Mujer
189103,Cosmética y Belleza,Labial,Hidratantes Labiales
189104,Infantil,Biberones,Biberones
189127,Cosmética y Belleza,Facial,Hidratantes
189141,Infantil,Alimentación infantil,Leches infantiles
189152,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
189153,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
"189169,Salud,""Huesos, articulaciones y músculos"",Colágeno"
189194,Cosmética y Belleza,Facial,Ampollas
189196,Cosmética y Belleza,Facial,Ampollas
189197,Cosmética y Belleza,Facial,Ampollas
189202,Salud,Óptica,Colirios
189204,Salud,Óptica,Colirios
"189210,Salud,Botiquín,""Apósitos, tiritas y gasas"""
189243,Nutrición,Pérdida de peso,Bloqueadores de hidratos
189248,Salud,Belleza,Cabello | Uñas
189249,Salud,Belleza,Celulitis
189251,Salud,Belleza,Piel
189252,Salud,Vitaminas y Minerales,Suplementos
189253,Nutrición,Pérdida de peso,Quemagrasas
189257,Cosmética y Belleza,Labial,Hidratantes Labiales
189259,Infantil,Higiene infantil,Crema pañal
189290,Higiene y cuidado personal,Dental,Cuidados Especiales
189308,Higiene y cuidado personal,Dental,Dentífricos
189316,Infantil,Higiene infantil,Toallitas Bebé
189317,Cosmética y Belleza,Corporal,Urticaria y Psoriasis
189393,Cosmética y Belleza,Manos,Crema de Manos
189393.DUPLO,Cosmética y Belleza,Manos,Crema de Manos
"189415,Salud,Botiquín,""Apósitos, tiritas y gasas"""
189440,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
189442,Cosmética y Belleza,Facial,Acné
189443,Cosmética y Belleza,Facial,Serum
189444,Cosmética y Belleza,Labial,Hidratantes Labiales
189445,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
189446,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
189447,Cosmética y Belleza,Facial,Hidratantes
189473,Higiene y cuidado personal,Dental,Dentífricos
189475,Cosmética y Belleza,Facial,Antiarrugas
189476,Cosmética y Belleza,Facial,Antiarrugas
189484,Salud,Salud Sexual,Lubricantes
189509,Higiene y cuidado personal,Dental,Colutorios
189520,Salud,Ortopedia,Plantillas
189521,Cosmética y Belleza,Facial,Hidratantes
189523,Higiene y cuidado personal,Facial,Exfoliantes
189524,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
189528,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
"189541,Salud,""Huesos, articulaciones y músculos"",Colágeno"
189552,Infantil,Higiene infantil,Gel-Champú
189584,Infantil,Alimentación infantil,Leches infantiles
189586,Infantil,Alimentación infantil,Leches infantiles
189587,Infantil,Alimentación infantil,Leches infantiles
189589,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
189597,Higiene y cuidado personal,Dental,Cepillos
189621,Higiene y cuidado personal,Dental,Cuidados Especiales
189630,Infantil,Biberones,Biberones
189633,Cosmética y Belleza,Corporal,Hidratación
189637,Cosmética y Belleza,Facial,Antiarrugas
189638,Salud,Belleza,Cabello | Uñas
189649,Higiene y cuidado personal,Dental,Blanqueamiento Dental
189666,Cosmética y Belleza,Corporal,Hidratación
189672,Infantil,Higiene infantil,Hidratantes
189687,Cosmética y Belleza,Facial,Ampollas
189702,Higiene y cuidado personal,Íntima,Limpieza
189703,Higiene y cuidado personal,Íntima,Hidratantes
189722,Cosmética y Belleza,Sol,Protectores solares
189725,Salud,Vitaminas y Minerales,Multivitamínicos
189732,Salud,Ortopedia,Lesiones
189733,Salud,Ortopedia,Lesiones
189773,Cosmética y Belleza,Facial,Antiarrugas
189804,Cosmética y Belleza,Corporal,Piel Seca y atópica
189805,Cosmética y Belleza,Corporal,Hidratación
189824,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
189837,Salud,Problemas cardiovasculares y circulación,Colesterol
189876,Salud,Óptica,Líquido lentillas
189884,Higiene y cuidado personal,Dental,Cepillos eléctricos
189885,Higiene y cuidado personal,Dental,Cepillos eléctricos
189895,Cosmética y Belleza,Ojos,Contorno de Ojos
189915,Higiene y cuidado personal,Cabello,Anticaída
189918,Higiene y cuidado personal,Corporal,Geles
189923,Infantil,Higiene infantil,Hidratantes
189924,Salud,Descanso y relajación,
189925,Salud,Vitaminas y Minerales,Multivitamínicos
189926,Salud,Vitaminas y Minerales,Multivitamínicos
189994,Cosmética y Belleza,Facial,Antimanchas
189995,Cosmética y Belleza,Facial,Antimanchas
189996,Cosmética y Belleza,Facial,Antimanchas
190000y190265,Cosmética y Belleza,Hombres,Antiarrugas Hombre
190047,Salud,Vitaminas y Minerales,Multivitamínicos
190093,Salud,Vitaminas y Minerales,Multivitamínicos
190098,Salud,Trastornos digestivos ,Gases
190099,Salud,Trastornos digestivos ,Flora intestinal y digestión
190120,Cosmética y Belleza,Labial,Hidratantes Labiales
190136,Cosmética y Belleza,Facial,Antiarrugas
190138,Salud,Belleza,Cabello | Uñas
190141,Cosmética y Belleza,Facial,Ampollas
190142,Cosmética y Belleza,Facial,Ampollas
190143,Cosmética y Belleza,Facial,Ampollas
190144,Cosmética y Belleza,Facial,Ampollas
190145,Cosmética y Belleza,Facial,Ampollas
190146,Cosmética y Belleza,Facial,Ampollas
190151,Higiene y cuidado personal,Cabello,Champu
190156,Cosmética y Belleza,Facial,Ampollas
190158,Cosmética y Belleza,Facial,Ampollas
190159,Cosmética y Belleza,Facial,Ampollas
190160,Cosmética y Belleza,Facial,Ampollas
190161,Cosmética y Belleza,Facial,Ampollas
190181,Cosmética y Belleza,Corporal,Hidratación
"190222,Salud,""Huesos, articulaciones y músculos"",Colágeno"
190326,Cosmética y Belleza,Corporal,Hidratación
190332,Salud,Descanso y relajación,
190333,Higiene y cuidado personal,Dental,Cepillos Interdentales
190402,Higiene y cuidado personal,Dental,Colutorios
190462,Cosmética y Belleza,Corporal,Piel Seca y atópica
190536,Higiene y cuidado personal,Cabello,Anticaída
190579,Cosmética y Belleza,Facial,Acné
190689,Nutrición,Alimentos,Edulcorantes
190728,Infantil,Alimentación infantil,Infusiones
190745,Salud,Vitaminas y Minerales,
190747,Salud,Problemas cardiovasculares y circulación,Colesterol
190823,Cosmética y Belleza,Facial,Acné
190824,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
190834,Cosmética y Belleza,Manos,Crema de Manos
190900,Cosmética y Belleza,Sol,Protectores solares
190918,Cosmética y Belleza,Sol,Protectores solares
190963,Salud,Descanso y relajación,
190971,Higiene y cuidado personal,Cabello,Anticaída
190972,Higiene y cuidado personal,Cabello,Anticaída
190973,Higiene y cuidado personal,Cabello,Champu
190975,Salud,Botiquín,Suero fisiológico
190990,Higiene y cuidado personal,Íntima,Limpieza
191025,Salud,Vitaminas y Minerales,Multivitamínicos
191029,Infantil,Alimentación infantil,Potitos
191036,Infantil,Alimentación infantil,Potitos
"191041,Salud,""Huesos, articulaciones y músculos"",Colágeno"
"191042,Salud,""Huesos, articulaciones y músculos"",Colágeno"
191155,Higiene y cuidado personal,Íntima,Limpieza
191163,Higiene y cuidado personal,Íntima,Limpieza
191168,Higiene y cuidado personal,Pies,Limas y durezas
191189,Higiene y cuidado personal,Íntima,Limpieza
191241,Infantil,Alimentación infantil,Potitos
191328,Cosmética y Belleza,Corporal,Reductores y reafirmantes
191351,Cosmética y Belleza,Corporal,Reductores y reafirmantes
191352,Cosmética y Belleza,Corporal,Reductores y reafirmantes
191410,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
191413,Higiene y cuidado personal,Facial,Mascarillas
191415,Higiene y cuidado personal,Facial,Mascarillas
191417,Cosmética y Belleza,Perfumería,Hombre
191418,Cosmética y Belleza,Perfumería,Hombre
191419,Cosmética y Belleza,Perfumería,Hombre
191420,Cosmética y Belleza,Perfumería,Hombre
191421,Cosmética y Belleza,Perfumería,Hombre
191423,Cosmética y Belleza,Perfumería,Hombre
191424,Cosmética y Belleza,Perfumería,Hombre
191435,Higiene y cuidado personal,Corporal,Desodorantes
191552,Cosmética y Belleza,Uñas,Limas y tratamiento uñas
191822,Higiene y cuidado personal,Facial,Mascarillas
191901,Higiene y cuidado personal,Cabello,Peinado y tratamiento
191906,Higiene y cuidado personal,Cabello,Tintes de Pelo
191924,Infantil,Higiene infantil,Gel-Champú
191973,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
192050,Salud,Vitaminas y Minerales,Suplementos
192051,Salud,Vitaminas y Minerales,
192052,Salud,Vitaminas y Minerales,
192097,Cosmética y Belleza,Hombres,Afeitado Masculino
192102,Cosmética y Belleza,Hombres,Afeitado Masculino
192106,Salud,Botiquín,Quemaduras y cicatrices
192138,Cosmética y Belleza,Facial,Antiarrugas
192143,Higiene y cuidado personal,Cabello,Champu
192143Duplo,Higiene y cuidado personal,Cabello,Champu
192153,Cosmética y Belleza,Facial,Antiarrugas
192153pack1,Cosmética y Belleza,Corporal,Estrias
192179,Higiene y cuidado personal,Pies,Desodorante de Pies
192229,Cosmética y Belleza,Sol,Protectores solares
192385,Higiene y cuidado personal,Dental,Colutorios
192387,Salud,Ortopedia,Nebulizador
192393,Higiene y cuidado personal,Dental,Dentífricos
192534,Cosmética y Belleza,Facial,Acné
192625,Cosmética y Belleza,Labial,Hidratantes Labiales
192672,Salud,Aparato Urinario,cistitis
192710,Infantil,Higiene infantil,Crema pañal
192713,Higiene y cuidado personal,Cabello,Champu
192715,Higiene y cuidado personal,Cabello,Mascarillas
192718.duplo,Cosmética y Belleza,Corporal,Celulitis
1932azul,Infantil,Juguetes,Mordedores
1932naranja,Infantil,Juguetes,Mordedores
1932rojo,Infantil,Juguetes,Mordedores
1932verde,Infantil,Juguetes,Mordedores
194332,Cosmética y Belleza,Facial,Rojeces
194340,Cosmética y Belleza,Facial,Rojeces
194753,Infantil,Higiene infantil,Crema pañal
194753x3,Infantil,Higiene infantil,Toallitas Bebé
194944,Higiene y cuidado personal,Dental,Colutorios
195167,Cosmética y Belleza,Sol,Protectores solares
195506,Higiene y cuidado personal,Dental,Colutorios
195539,Higiene y cuidado personal,Cabello,Tintes de Pelo
195602,Infantil,Higiene infantil,Pieles Atópicas
195743,Cosmética y Belleza,Manos,Crema de Manos
195842,Higiene y cuidado personal,Íntima,Limpieza
196097,Higiene y cuidado personal,Nariz y oído,Limpieza
196303,Cosmética y Belleza,Sol,Protectores solares
196311,Cosmética y Belleza,Sol,Auto bronceadores
196315,Nutrición,Pérdida de peso,Productos sustitutivos y entrehoras
196329,Higiene y cuidado personal,Dental,Dentífricos
196360,Higiene y cuidado personal,Nariz y oído,Limpieza
196378,Higiene y cuidado personal,Nariz y oído,Limpieza
196451,Higiene y cuidado personal,Corporal,Geles
196956,Cosmética y Belleza,Ojos,Contorno de Ojos
196963,Cosmética y Belleza,Labial,Hidratantes Labiales
196966,Cosmética y Belleza,Facial,Acné
197418.duplo,Higiene y cuidado personal,Dental,Dentífricos
197693,Cosmética y Belleza,Corporal,Piel Seca y atópica
197703,Higiene y cuidado personal,Cabello,Anticaspa
197704,Higiene y cuidado personal,Cabello,Champús especiales
197705,Infantil,Higiene infantil,Toallitas Bebé
"197855,Cosmética y Belleza,Corporal,""Cuello, Escote y Pecho"""
197991,Higiene y cuidado personal,Dental,Cepillos
197995,Salud,Botiquín,Quemaduras y cicatrices
198044,Cosmética y Belleza,Sol,Protectores solares
198137,Salud,Botiquín,Quemaduras y cicatrices
"198139,Salud,Botiquín,""Apósitos, tiritas y gasas"""
198267,Cosmética y Belleza,Manos,Crema de Manos
198325,Higiene y cuidado personal,Cabello,Champu
198432,Cosmética y Belleza,Facial,Acné
198445,Salud,Botiquín,Quemaduras y cicatrices
198449,Higiene y cuidado personal,Cabello,Anticaspa
198946,Salud,Vitaminas y Minerales,
199066,Nutrición,Alimentos,Cereales y harinas
19931,Higiene y cuidado personal,Facial,Mascarillas
199820,Salud,Vitaminas y Minerales,Minerales
19983,Nutrición,Nutrición Deportiva,Complementos
19995,Salud,Vitaminas y Minerales,Suplementos
1pin0245,Salud,Problemas cardiovasculares y circulación,Colesterol
1pin0246,Nutrición,Alimentos,Edulcorantes
1pin0247,Salud,Aparato Urinario,cistitis
1PIN0248,Salud,Trastornos digestivos ,Función hepática
1pin0249,Salud,Aparato Urinario,cistitis
1PIN0250,Salud,Vitaminas y Minerales,Suplementos
1PIN0251,Salud,Vitaminas y Minerales,Suplementos
1PIN0252,Salud,Problemas cardiovasculares y circulación,Piernas cansadas y varices
"1pin0253,Salud,""Huesos, articulaciones y músculos"",Colágeno"
1pin0254,Salud,Aparato Respiratorio,Garganta y tos
1pin0255,Salud,Vitaminas y Minerales,Suplementos
1PIN0256,Salud,Descanso y relajación,
1PIN0352,Nutrición,Pérdida de peso,Drenajes
1pin0412,Salud,Descanso y relajación,
1pin0551,Salud,Belleza,piel
200.1693,Infantil,Lactancia,Sacaleches
200014,Cosmética y Belleza,Manos,Crema de Manos
200069,Cosmética y Belleza,Facial,Acné
200070,Cosmética y Belleza,Facial,Acné
200076,Cosmética y Belleza,Facial,Rojeces
200089,Cosmética y Belleza,Sol,Protectores solares
200172,Cosmética y Belleza,Facial,Hidratantes
200173,Salud,Botiquín,Quemaduras y cicatrices
200193,Cosmética y Belleza,Corporal,Hidratación
200196,Cosmética y Belleza,Labial,Hidratantes Labiales
200263,Salud,Descanso y relajación,
200318,Infantil,Juguetes,Mordedores
200319,Infantil,Juguetes,Mordedores
200329,Salud,Mujer,Menopausia
200410,Cosmética y Belleza,Labial,Hidratantes Labiales
200411,Infantil,Higiene infantil,Hidratantes
200585,Cosmética y Belleza,Ojos,Contorno de Ojos
200595,Cosmética y Belleza,Corporal,Piel Seca y atópica
200613,Infantil,Higiene infantil,Gel-Champú
